Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-07-16,11.2,15.9,7.2,,4.5,W,70.0,WNW,NW,22.0,28.0,85.0,72.0,1013.4,1011.6,7.0,8.0,12.4,15.0,Yes,Yes
2016-06-10,10.5,13.8,3.0,,,WNW,28.0,WNW,WNW,15.0,19.0,89.0,64.0,1020.0,1020.3,8.0,6.0,10.9,12.5,Yes,Yes
2013-11-17,6.6,21.5,0.2,4.2,13.1,SW,33.0,W,SSW,4.0,13.0,86.0,56.0,1019.4,1017.6,4.0,2.0,13.0,19.7,No,No
2013-03-10,17.9,29.5,0.0,,,N,30.0,SE,NW,9.0,15.0,68.0,38.0,1011.2,1008.1,,,21.4,28.4,No,No
2016-05-15,14.3,17.2,1.2,,,W,54.0,W,WSW,31.0,31.0,84.0,65.0,1013.8,1015.6,8.0,1.0,15.7,15.9,Yes,No
2013-04-22,15.7,31.2,0.0,,,ENE,31.0,E,E,19.0,11.0,46.0,29.0,1014.1,1010.9,,,23.2,29.5,No,No
2017-01-04,13.3,29.3,0.0,6.0,12.7,SSW,30.0,NW,SSW,6.0,11.0,72.0,60.0,1019.0,1015.4,1.0,3.0,18.7,26.7,No,No
2011-09-15,5.7,17.8,0.6,2.8,6.5,WNW,41.0,WNW,WNW,11.0,20.0,66.0,49.0,1022.6,1019.4,1.0,,10.4,15.2,No,No
2014-11-17,7.4,18.6,0.4,,,WSW,41.0,WSW,WSW,19.0,20.0,99.0,43.0,1015.3,1015.7,8.0,6.0,11.2,16.7,No,No
2015-01-28,22.4,36.8,0.0,14.2,12.9,SW,28.0,W,W,9.0,15.0,31.0,35.0,1008.1,1005.2,2.0,2.0,31.7,34.3,No,Yes
2010-09-18,9.2,16.0,0.0,2.2,2.9,SSW,31.0,W,SSW,7.0,15.0,86.0,69.0,1021.4,1019.7,7.0,7.0,10.2,13.4,No,Yes
2012-01-18,8.6,31.7,0.0,,,SSE,39.0,E,ESE,19.0,19.0,46.0,21.0,,,,,22.2,31.2,No,No
2015-08-25,8.9,19.0,0.0,,,E,44.0,E,ENE,28.0,26.0,54.0,44.0,1023.5,1020.2,,4.0,12.7,17.6,No,No
2010-03-08,13.7,26.5,0.0,,,SSE,44.0,ESE,SSE,20.0,24.0,57.0,52.0,1024.5,1021.3,,,20.4,24.4,No,No
2013-04-04,14.4,29.2,0.0,6.4,10.0,E,43.0,E,NE,15.0,13.0,60.0,29.0,1023.2,1020.8,1.0,4.0,19.6,28.4,No,Yes
2011-11-20,21.9,25.0,0.6,13.8,,,,ESE,SSW,7.0,11.0,53.0,93.0,1011.8,1014.5,7.0,7.0,24.5,19.5,No,Yes
2016-09-26,11.9,19.2,5.6,4.2,10.1,SW,43.0,WSW,SE,24.0,20.0,45.0,48.0,1013.1,1009.0,1.0,1.0,15.3,18.4,Yes,No
2017-05-17,10.2,23.7,0.0,,,ENE,33.0,ENE,NE,15.0,19.0,43.0,24.0,1019.8,1016.9,8.0,2.0,13.6,21.6,No,No
2017-02-12,24.7,34.2,0.0,,,,,NW,,9.0,,74.0,,,,1.0,,28.5,,No,No
2010-07-15,6.9,13.7,5.2,2.6,4.8,W,37.0,W,SW,20.0,22.0,75.0,65.0,1020.2,1022.4,3.0,7.0,8.6,13.0,Yes,No
2014-04-23,11.9,19.4,6.6,1.4,8.4,N,26.0,W,SW,11.0,2.0,74.0,54.0,1017.1,1013.3,3.0,7.0,13.2,18.2,Yes,No
2015-12-28,9.2,21.4,0.2,4.0,11.6,SSE,39.0,N,ESE,13.0,19.0,100.0,47.0,1025.0,1022.8,1.0,7.0,16.9,19.2,No,No
2011-01-06,16.5,31.6,0.0,,,NNE,30.0,SE,N,19.0,13.0,48.0,34.0,1010.3,1007.7,,,21.4,30.0,No,No
2017-01-06,23.0,31.7,54.0,,,NW,39.0,W,WSW,11.0,9.0,77.0,63.0,1003.9,1000.7,1.0,8.0,27.1,30.4,Yes,Yes
2010-07-24,7.1,12.1,0.0,0.4,0.1,SW,20.0,ENE,SSW,4.0,7.0,96.0,87.0,1032.4,1030.3,7.0,7.0,8.1,10.8,No,No
2010-04-20,16.1,28.9,0.2,6.6,8.8,N,57.0,N,N,37.0,33.0,52.0,39.0,1020.8,1017.4,4.0,6.0,22.4,27.5,No,No
2015-11-09,9.8,25.8,0.0,,,NW,41.0,NW,NW,13.0,22.0,63.0,22.0,,,7.0,1.0,16.2,25.4,No,No
2009-06-20,6.2,12.8,0.0,3.2,0.3,NNE,59.0,N,N,17.0,43.0,58.0,76.0,1022.3,1017.2,7.0,7.0,10.8,12.1,No,No
2013-11-19,14.7,36.0,0.0,10.0,11.0,S,48.0,NNE,WNW,13.0,17.0,22.0,8.0,1009.9,1006.0,7.0,2.0,24.2,34.7,No,No
2009-10-02,18.7,29.8,0.0,8.2,9.9,NNE,39.0,SSE,NNE,17.0,17.0,55.0,59.0,1016.1,1012.3,1.0,1.0,26.1,27.1,No,No
2009-04-29,1.1,12.9,0.6,2.0,1.7,E,19.0,WNW,SE,11.0,7.0,83.0,51.0,1024.7,1022.6,7.0,7.0,5.6,12.5,No,No
2010-10-24,3.9,19.6,0.4,3.8,12.1,NW,50.0,NNW,N,28.0,13.0,56.0,29.0,1022.7,1019.7,3.0,3.0,9.4,18.5,No,No
2012-03-20,20.5,26.2,11.2,3.4,7.1,ESE,43.0,SE,E,20.0,20.0,75.0,71.0,1017.1,1014.3,7.0,5.0,23.5,24.8,Yes,Yes
2010-01-15,20.6,26.0,0.0,,,,,SE,,4.0,,88.0,76.0,,,7.0,7.0,23.4,25.0,No,No
2016-02-22,20.8,28.8,1.2,3.8,11.6,ENE,39.0,W,ENE,11.0,24.0,71.0,59.0,1025.4,1022.0,1.0,6.0,24.3,28.0,Yes,No
2009-12-10,14.9,18.5,0.0,6.8,8.5,,,SSE,S,9.0,19.0,62.0,61.0,,1025.3,8.0,3.0,16.1,17.4,No,No
2015-08-22,13.1,18.1,0.4,3.4,9.8,ESE,31.0,SE,ESE,15.0,20.0,62.0,64.0,1027.4,1024.6,2.0,2.0,16.1,16.0,No,No
2012-06-06,10.2,15.4,20.2,2.6,5.0,,,SSW,SSW,39.0,35.0,78.0,86.0,1016.2,1017.8,5.0,5.0,13.6,12.8,Yes,Yes
2013-03-23,25.1,31.1,7.2,5.4,10.7,E,48.0,SE,E,28.0,31.0,77.0,67.0,1016.0,1012.5,7.0,5.0,28.0,30.2,Yes,No
2010-01-02,16.5,23.4,0.0,,,WSW,48.0,SSW,SW,17.0,26.0,46.0,42.0,1017.6,1017.1,,,18.1,23.0,No,No
2014-09-18,11.5,33.0,0.0,10.8,9.8,S,44.0,ENE,NW,17.0,24.0,25.0,10.0,1020.6,1015.2,3.0,4.0,21.0,31.3,No,No
2017-06-19,5.2,19.4,0.0,,,NE,24.0,,NE,0.0,7.0,82.0,45.0,1032.9,1029.2,,,10.0,18.9,No,No
2015-02-23,25.0,31.5,4.0,2.8,3.7,N,31.0,S,NNE,15.0,6.0,94.0,82.0,1011.4,1009.1,7.0,7.0,26.1,28.6,Yes,Yes
2016-12-04,12.8,25.8,0.4,,12.2,SW,41.0,S,SW,11.0,30.0,43.0,35.0,1015.0,1012.1,,,18.1,23.2,No,No
2011-12-13,10.8,19.7,0.4,3.6,8.8,SSE,35.0,S,SSE,17.0,20.0,73.0,51.0,1017.7,1018.1,,,13.9,16.5,No,No
2009-04-26,3.6,9.8,10.2,,,WNW,78.0,NW,W,35.0,41.0,77.0,85.0,998.0,1000.9,7.0,8.0,6.4,7.8,Yes,Yes
2011-05-05,8.3,15.9,0.0,1.8,,SSW,33.0,S,SSW,20.0,17.0,56.0,48.0,1026.5,1024.6,1.0,1.0,11.4,15.1,No,No
2011-12-02,16.7,24.9,13.0,5.0,2.3,SSE,33.0,SSW,SE,7.0,13.0,58.0,57.0,1015.3,1014.2,7.0,7.0,22.8,23.6,Yes,No
2016-01-09,10.1,29.9,,,,SE,37.0,SSE,SSE,19.0,22.0,73.0,25.0,1020.6,1018.5,,,16.8,27.5,No,No
2014-01-14,14.4,43.1,0.0,10.0,13.0,WSW,46.0,N,WSW,17.0,31.0,21.0,8.0,1010.2,1009.0,0.0,3.0,32.0,41.8,No,No
2013-11-23,17.8,22.3,6.8,,,N,33.0,SSE,E,20.0,7.0,85.0,81.0,1005.7,1003.6,,4.0,19.8,20.9,Yes,No
2016-09-16,2.8,14.3,1.2,,,NNW,35.0,,NNW,0.0,22.0,98.0,63.0,,,,5.0,6.3,13.1,Yes,No
2010-11-05,16.9,24.5,8.2,,,ESE,48.0,SSE,SSE,30.0,31.0,75.0,73.0,1016.1,1013.6,,,22.3,22.3,Yes,No
2016-07-23,13.9,16.5,2.4,,,W,70.0,W,WNW,33.0,24.0,43.0,38.0,,,,,14.2,16.1,Yes,No
2013-11-02,12.6,21.8,0.2,,,SSE,44.0,SSE,SE,26.0,30.0,72.0,49.0,,,,,16.4,19.9,No,No
2009-07-24,-2.6,11.7,0.0,1.2,,NW,35.0,,NW,0.0,17.0,94.0,53.0,1026.1,1023.7,1.0,5.0,3.2,11.6,No,No
2012-08-05,6.5,22.6,0.0,1.6,7.7,NW,43.0,WNW,WSW,15.0,17.0,45.0,23.0,1016.1,1011.2,1.0,7.0,13.3,20.3,No,No
2009-01-05,10.9,34.2,0.0,8.0,,W,54.0,NNW,W,6.0,24.0,31.0,3.0,1012.0,1009.8,2.0,1.0,23.6,33.3,No,No
2015-10-31,21.7,38.4,0.0,,,W,57.0,E,WNW,20.0,24.0,48.0,31.0,1011.4,1007.7,,,25.1,36.9,No,No
2012-09-14,22.4,32.4,0.0,6.4,10.3,N,39.0,E,N,9.0,24.0,67.0,49.0,1012.9,1009.5,2.0,2.0,27.8,31.1,No,No
2016-12-03,3.6,19.5,0.0,,,SSE,33.0,E,SE,9.0,15.0,58.0,56.0,1016.3,1014.4,,,14.3,18.7,No,No
2015-03-04,13.8,23.6,0.0,6.0,,WNW,46.0,NE,WSW,4.0,22.0,62.0,40.0,1019.2,1018.0,,,17.2,22.8,No,No
2010-07-18,5.7,16.0,0.0,3.4,2.3,NW,31.0,NW,NNW,9.0,11.0,74.0,49.0,1021.0,1018.2,7.0,7.0,9.5,15.6,No,No
2016-08-26,7.3,17.3,0.0,4.6,7.8,W,43.0,W,S,20.0,20.0,57.0,50.0,1018.7,1017.6,7.0,7.0,10.4,16.4,No,Yes
2011-08-17,12.4,22.2,0.0,,,N,43.0,S,NE,9.0,26.0,69.0,70.0,1020.2,1018.0,,,18.7,19.1,No,No
2009-12-29,19.1,35.6,0.0,9.6,13.1,W,31.0,WSW,WSW,7.0,15.0,28.0,19.0,1021.0,1018.1,,,25.1,34.8,No,No
2016-07-16,4.1,14.0,0.0,1.2,8.1,N,19.0,,NE,0.0,9.0,72.0,51.0,1033.7,1030.5,5.0,1.0,9.0,13.5,No,No
2017-05-16,13.9,23.1,0.0,8.2,,N,69.0,NNE,N,26.0,37.0,32.0,21.0,1013.1,1008.1,7.0,8.0,17.0,22.8,No,Yes
2011-07-04,12.3,22.9,0.0,,,NW,31.0,NW,NW,11.0,17.0,78.0,41.0,1021.8,1016.9,,,16.6,22.6,No,No
2015-06-13,8.3,17.8,0.0,2.8,6.3,S,24.0,SE,SSE,7.0,13.0,80.0,58.0,1022.6,1019.9,4.0,8.0,13.2,17.2,No,No
2011-07-21,12.0,22.5,0.2,,,WNW,28.0,WNW,ENE,17.0,15.0,51.0,50.0,1011.3,1008.1,,,17.7,21.5,No,No
2012-08-22,13.3,16.4,7.6,3.2,8.1,SW,48.0,SSW,SW,24.0,26.0,69.0,53.0,1016.3,1017.8,7.0,6.0,14.3,14.8,Yes,No
2010-10-29,11.4,25.4,0.0,8.4,4.6,W,48.0,N,W,24.0,20.0,46.0,55.0,1007.0,1005.2,5.0,7.0,19.2,19.8,No,Yes
2013-09-30,9.8,18.5,2.8,,,NNW,44.0,NNW,NNW,19.0,17.0,66.0,80.0,1000.1,998.3,,,18.1,15.9,Yes,Yes
2011-01-23,23.5,29.9,39.6,6.0,2.8,W,59.0,WNW,NW,17.0,26.0,94.0,78.0,1006.3,1003.8,7.0,7.0,25.6,28.7,Yes,Yes
2009-11-29,23.9,34.8,0.0,8.0,,N,39.0,NNW,ENE,15.0,13.0,48.0,64.0,1006.1,1002.3,1.0,7.0,31.0,28.5,No,No
2012-04-03,7.7,26.1,0.0,,,N,26.0,,N,0.0,13.0,85.0,49.0,1017.4,1013.8,,,13.4,25.8,No,No
2011-11-30,20.8,30.4,0.0,,,NW,46.0,N,W,9.0,11.0,97.0,47.0,,,,,24.5,30.0,No,Yes
2010-01-10,11.4,41.0,0.0,8.8,13.4,S,33.0,E,S,11.0,19.0,50.0,15.0,1016.0,1012.6,0.0,1.0,22.1,39.5,No,No
2012-11-30,21.8,32.8,0.0,7.0,6.7,ENE,56.0,NW,NE,9.0,39.0,62.0,55.0,1013.3,1009.9,6.0,6.0,27.4,30.0,No,No
2009-12-03,7.1,28.6,0.0,5.8,,,,,,,,65.0,16.0,,,,,15.7,26.7,No,No
2012-05-02,6.7,14.4,8.0,0.2,6.9,SSW,44.0,SSW,SSW,6.0,22.0,90.0,61.0,1028.3,1027.9,,,9.9,13.1,Yes,Yes
2015-04-09,14.5,22.8,0.0,,,SSW,35.0,SSW,S,17.0,9.0,43.0,35.0,,,,,19.1,22.6,No,No
2015-09-09,5.0,24.1,,,,NNW,56.0,N,N,17.0,31.0,64.0,36.0,1017.1,1012.5,,,16.5,23.7,No,Yes
2014-06-12,3.8,15.0,0.0,,,NNW,20.0,,NNW,0.0,7.0,98.0,82.0,,,1.0,1.0,10.9,14.4,No,No
2010-11-18,23.4,30.1,2.8,6.8,5.0,NNE,28.0,,NNE,0.0,17.0,73.0,72.0,1011.0,1007.5,7.0,7.0,27.7,27.7,Yes,No
2013-01-07,21.6,31.0,0.0,,,,,SE,SE,4.0,9.0,67.0,59.0,,,6.0,1.0,25.0,28.2,No,No
2015-06-16,18.1,27.8,0.0,6.0,5.0,ESE,39.0,ESE,ENE,22.0,26.0,69.0,65.0,1017.5,1013.5,2.0,7.0,24.5,25.7,No,No
2015-09-24,8.3,16.3,3.2,4.0,6.1,S,65.0,SSW,SSW,22.0,28.0,63.0,62.0,1025.6,1024.6,7.0,7.0,13.0,13.6,Yes,Yes
2012-05-12,14.4,20.4,0.0,2.6,6.8,WSW,59.0,WSW,WSW,24.0,15.0,52.0,25.0,1017.7,1014.2,6.0,5.0,15.5,19.0,No,No
2010-09-16,6.7,13.2,0.0,2.4,,SW,44.0,WSW,WSW,22.0,26.0,62.0,53.0,1020.0,1018.8,3.0,5.0,9.2,12.4,No,No
2016-06-20,4.6,14.2,0.0,1.8,0.9,WSW,33.0,WSW,SW,17.0,15.0,99.0,77.0,1009.8,1008.2,,6.0,7.2,13.4,No,No
2014-02-06,17.1,23.3,1.2,7.2,3.2,E,26.0,WSW,ESE,11.0,17.0,67.0,48.0,1020.3,1017.7,8.0,7.0,19.2,23.2,Yes,No
2012-08-29,11.2,20.4,0.0,,,N,44.0,N,NNE,11.0,28.0,72.0,75.0,1018.3,1011.6,,,16.3,18.0,No,No
2009-08-29,16.3,28.8,0.0,6.0,10.5,NE,30.0,SSE,NE,11.0,19.0,65.0,54.0,1018.2,1014.9,5.0,1.0,25.8,26.7,No,No
2012-11-27,13.8,22.6,5.0,3.8,5.4,W,74.0,WSW,S,19.0,26.0,97.0,71.0,1016.4,1014.8,8.0,4.0,15.6,21.3,Yes,Yes
2012-01-15,13.8,20.0,0.6,,,ENE,31.0,ENE,ENE,15.0,15.0,67.0,60.0,1019.0,1017.9,,,16.5,19.4,No,No
2015-11-21,4.8,18.2,0.0,,,NW,43.0,SSW,N,9.0,7.0,57.0,41.0,,,,,9.5,16.9,No,No
2009-07-23,9.0,17.0,0.6,,,WSW,72.0,SW,S,26.0,44.0,52.0,73.0,1012.2,1016.0,,8.0,13.7,12.1,No,Yes
2009-04-09,7.9,22.9,0.2,,,N,39.0,,NNW,0.0,22.0,77.0,28.0,1023.0,1019.0,,,13.5,22.1,No,No
2016-03-11,12.7,25.9,0.0,,,S,44.0,ESE,S,13.0,28.0,68.0,64.0,1018.9,1017.3,,,20.5,22.5,No,No
2015-12-28,14.7,22.7,0.2,19.8,,SE,39.0,SSW,SSE,9.0,24.0,71.0,55.0,1023.9,1022.6,8.0,8.0,17.2,20.6,No,No
2017-01-15,10.1,23.5,0.0,,,S,35.0,SSW,SSW,11.0,11.0,77.0,40.0,1018.2,1017.0,8.0,,11.9,21.4,No,No
2009-01-13,22.0,42.2,0.0,16.4,13.2,N,48.0,NNE,W,24.0,15.0,9.0,4.0,1010.4,1008.1,0.0,0.0,31.8,40.5,No,No
2011-07-28,2.1,14.2,0.0,2.6,9.4,N,50.0,N,N,17.0,24.0,72.0,53.0,1026.7,1023.7,1.0,1.0,9.7,13.8,No,No
2013-01-15,8.0,26.6,0.0,11.0,12.9,ESE,43.0,W,SE,9.0,24.0,72.0,36.0,1016.4,1015.1,8.0,,16.6,25.5,No,No
2009-07-01,6.7,18.0,0.0,9.8,9.3,WSW,46.0,NNW,WSW,19.0,28.0,50.0,37.0,1014.3,1013.1,1.0,3.0,9.5,17.8,No,No
2014-04-23,15.8,22.7,0.0,4.6,10.0,SE,31.0,ESE,ESE,15.0,19.0,64.0,60.0,1024.1,1021.2,2.0,5.0,20.2,21.0,No,No
2009-02-05,20.1,41.1,0.0,13.2,13.0,S,44.0,SSW,S,13.0,19.0,41.0,12.0,1006.4,1004.5,0.0,0.0,25.4,39.5,No,No
2015-02-06,18.5,29.7,0.0,9.8,12.3,SSW,39.0,SE,SSW,15.0,20.0,60.0,52.0,1018.8,1015.9,0.0,0.0,22.9,27.3,No,No
2012-10-18,6.5,24.4,0.0,,11.6,SW,35.0,S,SW,9.0,22.0,54.0,49.0,1017.5,1016.0,3.0,3.0,19.6,21.6,No,No
2015-12-25,17.7,32.0,0.0,,,NE,37.0,NE,NE,24.0,13.0,40.0,20.0,1015.7,1008.9,,,22.6,30.2,No,Yes
2016-10-31,5.6,16.5,2.6,,,NW,50.0,WNW,WNW,24.0,28.0,37.0,30.0,1011.5,1011.1,,,10.0,16.1,Yes,No
2013-01-14,5.5,21.9,0.0,,,SE,43.0,SSE,SSW,26.0,17.0,60.0,34.0,1019.6,1019.1,1.0,,12.4,20.0,No,No
2011-12-23,16.5,27.0,,,,ESE,43.0,NE,ESE,7.0,30.0,86.0,59.0,1014.8,1012.0,,,20.9,26.0,No,No
2016-09-15,7.8,13.2,4.8,,,SSW,43.0,SW,SW,28.0,22.0,78.0,72.0,1012.0,1012.8,8.0,6.0,11.1,11.2,Yes,No
2016-03-11,25.8,38.4,0.0,10.6,,W,50.0,NNE,N,15.0,17.0,39.0,22.0,1015.3,1012.5,7.0,6.0,28.9,38.3,No,Yes
2011-06-02,10.6,26.2,0.0,5.2,10.9,SSE,31.0,N,ENE,7.0,22.0,51.0,39.0,1017.2,1014.0,1.0,1.0,21.1,25.0,No,No
2011-10-27,14.0,21.8,3.0,,,,,SE,SE,19.0,11.0,70.0,61.0,,,8.0,7.0,19.5,20.5,Yes,No
2010-07-19,,,,,,,,,,,,,,,,,,,,No,No
2009-02-03,19.9,24.6,0.0,,,SE,48.0,ENE,SE,11.0,35.0,81.0,80.0,1010.9,1011.0,,,22.6,22.8,No,No
2013-08-23,8.8,19.0,0.0,2.2,,WNW,57.0,WNW,WNW,22.0,30.0,44.0,42.0,1010.9,1009.6,,,16.4,17.3,No,No
2013-03-26,13.8,30.6,0.0,6.6,11.1,NNW,48.0,N,NNW,28.0,28.0,56.0,23.0,1015.8,1012.1,1.0,1.0,19.3,29.5,No,No
2012-07-05,11.5,17.6,0.0,2.6,,SSW,50.0,SW,SSW,28.0,31.0,49.0,56.0,1027.1,1026.3,1.0,6.0,14.9,16.4,No,No
2015-10-01,11.1,23.1,0.0,,,NW,48.0,NNW,NW,11.0,31.0,70.0,31.0,1026.6,1024.4,,,15.7,21.9,No,No
2011-09-05,12.7,18.5,0.2,6.4,9.5,ESE,50.0,ESE,ESE,30.0,28.0,56.0,58.0,1028.8,1026.6,2.0,1.0,16.2,17.1,No,Yes
2012-05-07,11.1,18.9,0.0,,,W,19.0,WNW,,7.0,0.0,70.0,51.0,1018.3,1015.8,,,13.4,17.3,No,No
2009-05-04,14.8,21.9,4.0,3.8,8.9,SW,31.0,SW,S,15.0,15.0,74.0,53.0,1027.2,1025.3,5.0,4.0,17.4,21.3,Yes,Yes
2009-08-16,8.6,16.3,5.4,,,SW,48.0,WSW,W,17.0,20.0,76.0,82.0,1017.1,1016.6,,,13.5,13.5,Yes,Yes
2011-07-18,3.5,17.1,0.0,,,NE,24.0,ENE,N,2.0,9.0,85.0,43.0,1024.7,1020.6,,,7.7,16.9,No,No
2009-04-08,3.5,15.0,0.0,,,,,,W,,9.0,,,,,,,,14.3,No,No
2016-04-05,12.7,22.2,0.0,,10.5,SE,44.0,SSE,SSE,26.0,26.0,55.0,35.0,1024.0,1022.6,,,17.3,21.3,No,No
2009-03-16,16.2,28.9,0.0,9.4,11.0,SW,50.0,SW,SW,20.0,30.0,37.0,19.0,1010.9,1008.8,3.0,1.0,19.2,28.0,No,No
2013-05-23,6.3,20.8,0.0,2.2,9.4,NE,24.0,NE,ENE,9.0,9.0,72.0,42.0,1027.3,1023.7,1.0,0.0,13.1,20.2,No,No
2015-09-20,6.0,22.1,0.0,4.8,10.7,NNW,41.0,ENE,N,6.0,19.0,79.0,45.0,1021.1,1017.3,1.0,6.0,14.9,21.0,No,No
2012-02-06,13.1,22.9,0.0,,,SSE,39.0,ENE,SSE,13.0,24.0,53.0,59.0,1020.4,1017.6,,,18.6,19.8,No,No
2014-12-07,13.6,21.9,0.0,6.2,11.6,,,SW,SE,4.0,22.0,69.0,62.0,1013.5,1010.7,6.0,2.0,18.8,19.8,No,No
2011-11-13,13.6,30.5,0.0,8.8,9.6,E,30.0,ENE,SSW,19.0,13.0,46.0,16.0,1016.2,1011.2,5.0,7.0,20.6,29.7,No,No
2009-05-25,14.4,17.6,0.0,2.8,,NE,44.0,NE,N,26.0,13.0,61.0,96.0,1020.0,1017.4,8.0,8.0,15.0,14.0,No,Yes
2009-12-28,21.6,31.7,6.8,5.6,3.5,SSW,52.0,NE,NNE,20.0,2.0,74.0,46.0,1013.8,1010.5,6.0,7.0,26.1,30.6,Yes,Yes
2011-07-09,-0.3,17.7,0.0,,,W,31.0,,W,0.0,17.0,97.0,36.0,,,,,4.0,16.7,No,No
2014-01-23,20.2,24.3,,,,WSW,33.0,SW,WSW,24.0,11.0,83.0,84.0,1020.2,1019.6,,8.0,22.6,22.6,No,Yes
2009-09-05,2.1,15.0,0.0,,,WNW,30.0,ESE,NW,4.0,11.0,81.0,54.0,1019.5,1017.9,,6.0,8.6,14.9,No,No
2013-06-14,9.2,14.7,1.2,1.2,1.1,SSW,31.0,SW,SSW,17.0,17.0,84.0,64.0,1016.1,1015.9,7.0,7.0,11.6,14.3,Yes,No
2014-03-29,17.4,26.7,28.0,,,E,20.0,WNW,ESE,7.0,11.0,87.0,61.0,1015.8,1014.2,1.0,,22.3,25.6,Yes,No
2009-04-19,12.4,14.7,1.0,1.4,4.1,SE,28.0,SE,SE,13.0,17.0,84.0,70.0,1027.1,1024.9,8.0,8.0,13.6,14.2,No,No
2017-02-17,21.7,28.5,0.0,,,S,57.0,NNE,NNE,19.0,41.0,89.0,84.0,1010.3,1006.1,,,24.1,23.5,No,Yes
2009-12-16,17.5,38.7,0.0,12.0,7.7,WNW,76.0,N,WNW,28.0,41.0,19.0,11.0,1009.9,1007.5,7.0,2.0,28.5,36.6,No,Yes
2013-05-28,1.2,6.8,0.0,,,ENE,33.0,NNE,NW,17.0,11.0,95.0,93.0,,,,,4.1,5.5,No,No
2009-10-13,7.8,20.3,0.0,,8.5,WSW,41.0,SSE,WSW,17.0,26.0,66.0,52.0,1025.5,1022.3,8.0,0.0,14.8,19.3,No,No
2009-12-06,21.7,29.5,0.0,,,NNE,41.0,NNE,NNE,17.0,28.0,51.0,60.0,1014.4,1013.0,,,28.1,28.1,No,No
2017-01-20,13.0,30.6,0.0,,13.1,SSW,41.0,ENE,SSW,19.0,26.0,43.0,33.0,1011.9,1008.9,,,21.8,29.0,No,No
2012-10-29,3.8,27.0,0.0,4.0,12.3,NW,35.0,,NNW,0.0,15.0,88.0,33.0,1019.9,1015.7,,,11.9,24.1,No,No
2016-04-01,9.8,28.3,0.0,4.0,7.5,NW,31.0,N,NW,7.0,19.0,52.0,23.0,1017.4,1014.4,1.0,7.0,15.0,26.6,No,No
2016-01-04,10.4,20.2,0.0,7.6,3.9,ESE,35.0,SE,ESE,7.0,20.0,62.0,51.0,1027.7,1026.2,6.0,7.0,15.9,19.0,No,No
2013-03-04,21.6,33.0,81.0,,,W,37.0,NW,WNW,13.0,20.0,95.0,64.0,1005.1,1002.0,8.0,5.0,25.1,31.2,Yes,No
2012-10-26,5.9,15.8,0.6,2.2,11.1,SW,52.0,WNW,SW,9.0,26.0,97.0,80.0,1015.6,1015.6,,,10.1,14.2,No,Yes
2014-09-19,5.0,21.3,0.0,,,SE,22.0,N,S,4.0,4.0,57.0,27.0,,,,,11.9,20.8,No,No
2011-11-18,15.2,35.0,0.0,8.0,8.9,SW,93.0,N,NNW,39.0,41.0,47.0,26.0,1011.3,1008.2,6.0,7.0,25.7,33.6,No,No
2013-10-06,7.8,33.4,,,,WNW,57.0,WNW,WNW,19.0,33.0,37.0,5.0,1011.8,1006.3,,,19.4,32.2,No,Yes
2008-05-17,15.2,21.8,0.0,4.2,6.9,,,NNW,NNW,20.0,17.0,52.0,41.0,1008.4,1003.6,3.0,7.0,19.2,20.9,No,No
2013-08-10,6.4,23.0,0.0,4.0,,SSW,30.0,,ENE,0.0,13.0,57.0,43.0,1016.6,1014.8,3.0,0.0,16.2,21.9,No,No
2009-11-12,16.6,26.7,0.0,6.8,11.2,,,NNW,NNE,17.0,20.0,70.0,54.0,1020.0,1013.4,0.0,6.0,22.0,26.0,No,Yes
2013-01-12,20.2,34.2,0.0,9.4,10.4,ENE,59.0,ENE,E,31.0,19.0,42.0,30.0,1009.8,1007.2,2.0,4.0,25.4,32.7,No,No
2014-05-03,21.3,27.6,0.0,8.6,10.3,SW,52.0,SSW,WSW,35.0,22.0,30.0,24.0,1012.5,1008.4,3.0,5.0,22.8,27.1,No,No
2012-03-04,13.6,21.4,6.0,,,NNW,44.0,NW,NNW,13.0,24.0,98.0,84.0,1003.1,1001.9,,,17.6,19.9,Yes,Yes
2016-07-11,19.0,28.0,0.0,26.4,,E,31.0,S,E,15.0,19.0,73.0,63.0,1017.9,1014.5,6.0,1.0,25.2,27.9,No,No
2012-06-09,-4.4,12.8,0.0,,,S,22.0,,SSE,0.0,7.0,91.0,50.0,1027.7,1024.8,,,2.2,12.3,No,No
2017-05-28,5.6,23.2,0.0,,,NNW,39.0,SE,N,2.0,20.0,99.0,40.0,1013.3,1009.1,,2.0,11.2,22.3,No,No
2009-05-05,9.7,23.1,0.0,4.8,10.4,S,22.0,ESE,SSE,7.0,13.0,41.0,18.0,1029.7,1025.9,1.0,2.0,16.4,22.6,No,No
2014-04-18,9.9,25.4,0.0,,,SW,33.0,W,WSW,2.0,20.0,72.0,36.0,1016.5,1012.0,,,16.8,24.8,No,No
2012-07-01,6.7,12.2,35.0,1.4,5.5,SSW,48.0,SSW,SSW,20.0,22.0,99.0,83.0,1016.4,1018.1,,,9.0,10.7,Yes,Yes
