index,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1470,2016-04-06,19.5,28.6,0.0,,,NNE,39.0,NNE,NE,13.0,31.0,79.0,82.0,1016.2,1012.4,,,24.4,23.4,No,No
1471,2010-01-11,17.1,40.8,0.2,10.8,8.6,,,NNE,W,13.0,26.0,48.0,27.0,1007.7,1005.0,4.0,7.0,23.9,32.0,No,No
1472,2014-12-29,8.7,16.9,3.4,,,W,56.0,WNW,NW,15.0,22.0,98.0,96.0,,,,,9.9,13.9,Yes,Yes
1473,2016-08-20,6.4,11.8,0.8,3.6,0.3,NNW,54.0,NNW,NNW,13.0,22.0,66.0,55.0,1000.6,999.7,7.0,7.0,8.0,11.2,No,No
1474,2011-06-09,7.6,16.5,,,,WNW,37.0,WNW,WNW,17.0,15.0,57.0,47.0,1013.4,1011.5,,,10.9,15.8,No,No
1475,2013-09-10,13.2,29.5,0.0,7.6,11.0,NNW,41.0,N,NW,24.0,20.0,52.0,15.0,1014.9,1008.8,1.0,3.0,20.5,28.8,No,No
1476,2015-11-12,15.3,25.0,0.3,,,NNE,39.0,ENE,ENE,15.0,24.0,60.0,67.0,1022.0,1019.1,1.0,1.0,23.2,22.9,No,No
1477,2016-06-02,0.2,16.8,0.4,,,ENE,30.0,NE,ENE,6.0,17.0,95.0,50.0,,,,,8.0,16.4,No,No
1478,2015-11-02,26.4,43.7,0.0,,,WNW,69.0,NE,NW,30.0,35.0,20.0,7.0,1005.8,1000.3,,,32.7,41.4,No,No
1479,2013-10-13,12.3,17.4,,8.4,2.9,SSW,67.0,W,SW,6.0,35.0,74.0,54.0,1002.2,1003.8,,,13.8,16.2,No,Yes
1480,2015-09-07,6.9,18.2,0.0,1.0,,W,44.0,SSW,SW,15.0,20.0,54.0,40.0,1021.8,1020.0,1.0,3.0,12.9,16.9,No,No
1481,2015-02-16,10.3,23.7,0.0,,,WNW,28.0,WNW,WSW,15.0,9.0,94.0,59.0,,,,,13.8,20.8,No,No
1482,2013-11-27,12.7,21.0,0.0,,,SE,54.0,ESE,ESE,22.0,35.0,64.0,63.0,1013.1,1011.8,,,19.2,19.4,No,No
1483,2013-11-02,8.0,23.6,0.0,,,W,39.0,N,W,2.0,24.0,82.0,43.0,1017.0,1015.1,,,14.1,22.5,No,No
1484,2017-02-19,18.2,26.0,0.4,6.4,7.9,SSW,56.0,SW,SE,20.0,22.0,71.0,56.0,1008.9,1006.0,5.0,2.0,20.8,24.7,No,Yes
1485,2012-09-07,13.7,23.9,0.0,,,W,61.0,WNW,WNW,11.0,20.0,28.0,25.0,1006.6,1006.8,,,22.3,18.8,No,No
1486,2015-01-07,24.8,41.1,0.0,12.0,13.1,NNE,33.0,N,NE,19.0,13.0,33.0,16.0,1014.0,1010.6,0.0,4.0,32.5,39.5,No,No
1487,2014-09-24,14.8,19.5,1.0,7.0,0.6,N,39.0,ENE,N,13.0,13.0,91.0,70.0,1015.3,1012.0,8.0,7.0,15.7,18.3,No,Yes
1488,2012-11-11,5.9,29.6,0.0,5.4,12.9,NNW,48.0,NNE,N,17.0,24.0,55.0,20.0,1021.7,1016.9,,,17.3,28.5,No,No
1489,2014-12-10,11.0,23.1,0.0,6.4,9.9,S,46.0,SSE,SSE,17.0,30.0,66.0,52.0,1012.4,1012.1,7.0,7.0,17.7,20.5,No,No
1490,2014-09-03,12.2,29.7,0.0,7.0,11.2,SE,39.0,SE,SE,19.0,30.0,46.0,25.0,1015.6,1012.9,0.0,1.0,21.8,27.5,No,No
1491,2015-12-02,18.0,26.1,0.0,,,SE,41.0,SE,SE,7.0,22.0,80.0,63.0,1015.0,1016.4,,,19.9,19.5,No,No
1492,2016-03-16,13.9,28.9,0.0,5.2,10.7,E,28.0,ENE,E,13.0,13.0,81.0,46.0,1017.2,1013.4,,,16.2,28.2,No,No
1493,2016-03-29,12.5,18.0,0.0,4.6,0.0,SSE,39.0,SSE,S,22.0,28.0,55.0,54.0,1020.3,1019.5,7.0,7.0,15.2,16.6,No,No
1494,2013-06-19,8.3,16.9,1.0,,,SW,35.0,SW,SSW,19.0,17.0,64.0,46.0,,,,,12.5,16.6,No,No
1495,2015-07-24,2.8,13.7,1.0,,,NNW,48.0,SE,NNW,2.0,22.0,98.0,81.0,,,8.0,8.0,6.9,12.1,No,Yes
1496,2015-10-27,16.3,25.0,1.6,,,SSW,57.0,SW,SSW,22.0,39.0,68.0,79.0,1019.9,1021.5,,8.0,23.1,19.5,Yes,No
1497,2016-06-07,12.3,21.8,0.0,,,W,48.0,NNW,W,15.0,28.0,59.0,33.0,1011.7,1007.6,,,16.2,21.5,No,No
1498,2010-01-24,20.5,25.5,0.0,,,,,SE,SE,4.0,4.0,68.0,68.0,,,8.0,7.0,23.5,24.6,No,No
1499,2012-07-21,6.6,16.2,0.2,0.6,4.3,WSW,37.0,NNW,WSW,9.0,28.0,99.0,89.0,1033.4,1032.6,6.0,8.0,7.9,13.3,No,No
1500,2011-07-04,4.0,13.8,0.0,,,SSW,43.0,WSW,SW,15.0,19.0,90.0,64.0,,,,,7.8,12.5,No,No
1501,2015-09-05,3.8,17.6,0.0,2.2,,SSW,33.0,S,SW,9.0,13.0,60.0,35.0,1024.3,1020.2,1.0,1.0,11.7,17.1,No,No
1502,2012-10-08,4.4,22.9,0.0,5.6,10.9,NW,30.0,NE,WNW,7.0,15.0,62.0,23.0,1017.9,1014.0,3.0,1.0,11.4,21.4,No,No
1503,2014-06-11,8.3,20.6,0.0,3.6,4.4,NNE,39.0,NE,NNW,17.0,17.0,53.0,30.0,1019.9,1016.1,3.0,0.0,12.3,19.1,No,No
1504,2011-11-18,14.2,33.6,0.0,8.0,8.9,SW,63.0,N,N,20.0,28.0,51.0,33.0,1011.6,1008.7,6.0,6.0,25.4,33.1,No,Yes
1505,2012-04-10,5.7,14.7,13.6,5.0,1.7,SSW,35.0,E,S,4.0,20.0,99.0,61.0,1032.0,1032.6,7.0,7.0,9.2,13.5,Yes,No
1506,2012-03-30,19.3,26.8,3.8,,,SSE,44.0,S,SE,30.0,28.0,66.0,71.0,1016.4,1014.3,,,24.8,25.6,Yes,No
1507,2016-05-17,8.9,21.5,0.0,2.6,4.5,WSW,20.0,NNE,W,9.0,11.0,80.0,57.0,1021.8,1020.8,7.0,3.0,13.1,20.7,No,Yes
1508,2013-10-28,6.3,22.3,0.0,3.0,10.3,SE,44.0,N,S,20.0,31.0,60.0,60.0,1017.0,1011.6,,,12.5,15.7,No,Yes
1509,2010-08-03,6.6,12.5,2.2,0.8,4.4,W,33.0,WNW,W,11.0,15.0,99.0,83.0,1027.4,1023.0,,,8.5,12.0,Yes,Yes
1510,2016-09-16,18.3,26.1,2.8,,,W,52.0,NW,W,22.0,33.0,73.0,46.0,1018.1,1015.8,,,22.4,25.5,Yes,No
1511,2014-06-09,-2.0,4.4,0.0,,,ESE,61.0,ESE,ESE,15.0,15.0,98.0,99.0,,,,,2.3,3.3,No,No
1512,2012-08-10,-0.7,12.6,0.0,,,S,57.0,SW,SSW,17.0,28.0,52.0,35.0,1018.9,1020.2,,,7.8,12.3,No,No
1513,2016-07-19,6.7,18.8,2.6,,,NW,35.0,N,NNW,17.0,20.0,96.0,78.0,1023.8,1021.7,8.0,2.0,13.8,16.7,Yes,Yes
1514,2016-05-20,10.3,17.6,0.2,,,S,26.0,WNW,WSW,7.0,11.0,97.0,58.0,1023.6,1022.3,,,11.4,17.4,No,No
1515,2013-07-15,10.8,14.6,2.8,0.8,3.8,WSW,31.0,SW,SW,19.0,17.0,99.0,82.0,1021.8,1021.1,8.0,7.0,11.6,14.3,Yes,No
1516,2015-07-01,2.9,10.6,0.0,,,W,19.0,ENE,NNW,6.0,6.0,99.0,68.0,1029.5,1026.1,8.0,,5.3,10.1,No,No
1517,2017-02-11,20.8,33.0,0.0,,,N,33.0,SSW,ENE,9.0,11.0,61.0,59.0,1008.0,1006.3,1.0,,28.7,30.9,No,No
1518,2009-02-20,25.7,32.3,0.0,7.6,11.0,NNE,28.0,NE,NE,7.0,20.0,70.0,60.0,1009.8,1007.3,7.0,7.0,29.9,31.4,No,No
1519,2017-06-15,17.0,22.6,15.6,,,SSE,50.0,S,SSE,26.0,33.0,98.0,78.0,1024.6,1021.5,,,19.5,21.0,Yes,No
1520,2010-06-22,11.6,17.7,24.8,3.4,1.1,SE,33.0,SW,SSE,9.0,11.0,100.0,69.0,1036.6,1034.2,8.0,7.0,13.5,17.2,Yes,Yes
1521,2012-07-10,0.2,10.7,0.0,,,N,35.0,NE,N,4.0,20.0,81.0,77.0,,,,,6.2,9.7,No,Yes
1522,2015-01-01,17.1,32.7,0.0,,13.4,E,46.0,E,SW,13.0,30.0,49.0,39.0,1011.2,1008.0,,,23.5,28.8,No,No
1523,2013-12-31,17.5,23.3,0.0,,,SE,35.0,ESE,SSE,13.0,20.0,76.0,71.0,1013.4,1012.2,,,21.8,22.2,No,No
1524,2016-12-04,26.9,42.2,0.0,,,WNW,57.0,NNE,NNE,17.0,19.0,,,1011.3,1006.8,8.0,8.0,31.4,39.7,No,No
1525,2015-04-05,14.9,25.7,9.0,,,SW,24.0,WSW,SSE,15.0,13.0,73.0,45.0,1010.7,1005.2,,,19.2,25.0,Yes,No
1526,2016-12-10,10.9,19.3,0.0,4.6,10.2,S,35.0,SSW,SSE,13.0,19.0,55.0,45.0,1023.9,1022.4,7.0,2.0,13.5,18.5,No,Yes
1527,2009-11-16,18.6,31.6,0.0,6.4,10.3,SSW,69.0,NNW,NE,15.0,26.0,60.0,52.0,1008.6,1001.4,6.0,7.0,24.1,29.6,No,Yes
1528,2017-03-04,18.2,33.2,0.0,12.6,11.7,WSW,43.0,E,SW,7.0,22.0,56.0,21.0,1016.2,1014.0,0.0,,23.0,32.0,No,No
1529,2015-04-06,5.4,19.2,0.4,,,W,37.0,S,N,6.0,15.0,94.0,65.0,1008.0,1005.5,8.0,8.0,11.4,18.6,No,Yes
1530,2015-06-25,5.8,10.9,0.0,1.0,0.1,WSW,28.0,SW,WSW,13.0,13.0,79.0,69.0,1033.0,1032.4,8.0,8.0,9.2,10.7,No,No
1531,2011-09-05,19.1,25.6,7.2,2.4,2.1,S,43.0,SSE,SSE,24.0,24.0,82.0,59.0,1020.4,1017.0,7.0,6.0,20.8,23.6,Yes,No
1532,2017-02-02,14.2,24.1,0.0,4.0,12.9,S,37.0,W,SSW,7.0,13.0,62.0,39.0,1016.7,1015.3,5.0,4.0,17.4,23.3,No,No
1533,2016-11-15,17.5,27.4,0.0,12.6,11.6,ENE,30.0,S,ESE,7.0,15.0,34.0,47.0,1014.7,1013.1,3.0,3.0,23.7,24.8,No,No
1534,2015-08-11,8.6,26.4,0.0,2.4,10.1,NE,20.0,SSW,NNE,4.0,7.0,62.0,52.0,1019.5,1015.0,0.0,1.0,14.6,23.3,No,No
1535,2017-06-13,9.7,17.5,0.2,2.2,9.1,SSE,54.0,NW,S,11.0,28.0,76.0,78.0,1029.9,1029.1,2.0,3.0,14.7,16.7,No,No
1536,2010-10-03,11.1,27.0,0.0,6.4,10.0,NE,44.0,NE,NE,13.0,24.0,65.0,30.0,1024.3,1020.7,0.0,1.0,16.1,26.0,No,No
1537,2016-04-10,4.4,12.8,0.0,,,SW,50.0,SW,W,19.0,19.0,62.0,69.0,,,,,7.8,10.6,No,No
1538,2015-05-01,4.6,19.8,0.2,,,NNE,44.0,NNE,NNE,20.0,26.0,66.0,45.0,1027.3,1023.4,,,14.0,18.7,No,No
1539,2011-08-20,10.5,18.1,0.0,0.2,4.0,E,19.0,ENE,W,4.0,7.0,99.0,77.0,1031.2,1029.6,,,12.3,17.8,No,No
1540,2009-01-11,19.6,28.7,0.0,9.0,8.9,ESE,33.0,SE,E,9.0,17.0,55.0,56.0,1012.6,1010.6,7.0,7.0,25.5,26.2,No,No
1541,2011-10-07,7.6,22.9,0.0,5.2,11.4,W,33.0,SSW,W,2.0,20.0,68.0,45.0,1015.8,1012.7,4.0,6.0,18.1,20.8,No,No
1542,2013-08-01,5.2,14.8,0.0,2.0,8.2,N,41.0,N,NNW,20.0,24.0,73.0,44.0,1023.1,1019.1,3.0,6.0,8.7,13.3,No,No
1543,2016-11-06,13.8,18.8,0.0,,,SSW,41.0,WSW,SSW,17.0,19.0,77.0,100.0,1013.3,1016.2,,,18.6,13.4,No,Yes
1544,2015-12-04,13.4,34.6,0.0,,,ENE,31.0,ENE,NW,22.0,9.0,39.0,12.0,1022.0,1018.2,,,22.1,32.1,No,No
1545,2009-05-03,11.7,19.9,11.4,3.6,7.0,S,39.0,N,SSE,11.0,17.0,78.0,66.0,1027.6,1025.5,1.0,2.0,13.7,19.2,Yes,No
1546,2014-09-03,4.6,12.8,0.2,2.2,2.0,NE,26.0,NE,N,13.0,9.0,81.0,57.0,1025.0,1020.3,7.0,8.0,8.4,12.5,No,No
1547,2014-10-23,11.8,29.8,0.0,,,,,NE,SE,4.0,4.0,76.0,48.0,,,0.0,1.0,18.5,28.5,No,No
1548,2010-04-27,7.2,20.7,0.0,,,NW,22.0,,WNW,0.0,9.0,88.0,59.0,1029.7,1025.6,,,12.9,20.1,No,No
1549,2014-05-23,9.6,24.2,0.0,1.8,8.1,W,43.0,E,W,9.0,30.0,68.0,34.0,1018.3,1013.4,1.0,2.0,14.9,23.5,No,No
1550,2012-11-28,11.1,31.2,0.2,5.6,12.8,S,35.0,E,S,13.0,20.0,66.0,37.0,1013.3,1010.2,0.0,1.0,20.2,30.1,No,No
1551,2016-03-18,21.9,27.5,1.0,4.6,,SW,59.0,WSW,SSW,11.0,31.0,78.0,62.0,1004.1,1005.1,7.0,3.0,23.6,21.5,No,Yes
1552,2012-04-23,8.6,23.1,0.4,,10.5,E,48.0,ENE,E,31.0,17.0,53.0,31.0,1023.0,1019.9,0.0,0.0,15.8,22.5,No,No
1553,2012-08-08,-2.4,22.5,0.0,,,WSW,33.0,NE,W,7.0,22.0,83.0,21.0,1021.9,1015.3,,,6.3,21.6,No,No
1554,2010-07-31,7.5,13.1,0.4,1.4,4.3,W,63.0,WNW,WNW,30.0,35.0,84.0,78.0,1019.7,1018.7,3.0,7.0,10.1,13.0,No,Yes
1555,2015-08-27,15.2,21.1,0.2,,,NW,20.0,W,E,6.0,6.0,64.0,84.0,1021.5,1019.2,,,18.8,18.6,No,Yes
1556,2010-03-12,10.7,20.7,0.0,5.2,3.1,E,35.0,SSE,E,6.0,17.0,81.0,47.0,1036.5,1035.0,7.0,6.0,13.7,19.5,No,No
1557,2012-11-10,6.5,22.9,0.0,,,SSE,30.0,SSE,SE,15.0,17.0,52.0,27.0,1023.8,1021.4,,,14.5,20.9,No,No
1558,2013-12-24,16.9,21.4,0.6,6.1,,SE,30.0,SSW,SE,7.0,6.0,74.0,61.0,1018.6,1018.3,,,17.4,20.7,No,No
1559,2011-03-08,23.3,27.0,48.0,5.2,0.1,W,28.0,SSW,ENE,2.0,7.0,88.0,93.0,1010.7,1008.3,8.0,8.0,25.0,25.2,Yes,Yes
1560,2010-04-11,19.0,26.6,,,,,,,W,,22.0,,37.0,1007.2,1005.6,,1.0,,25.7,No,No
1561,2009-03-30,15.6,30.9,0.0,8.6,7.9,ESE,43.0,SE,SSW,19.0,6.0,52.0,28.0,1017.4,1013.1,1.0,7.0,21.5,29.5,No,No
1562,2011-09-24,1.9,18.3,0.0,,,SE,37.0,ESE,NW,11.0,11.0,69.0,39.0,1020.3,1016.3,,,11.8,17.9,No,No
1563,2016-03-31,14.2,31.5,0.0,,,E,31.0,ENE,ENE,22.0,11.0,38.0,21.0,1018.5,1013.7,,,21.0,30.7,No,No
1564,2014-09-23,7.2,24.5,0.0,,,NE,26.0,,NNW,0.0,6.0,65.0,26.0,,,,,15.3,24.1,No,No
1565,2011-11-05,13.4,26.2,0.0,,,,,NE,,2.0,,71.0,,,,4.0,,20.8,,No,No
1566,2016-07-13,10.0,15.0,0.0,7.0,,NW,87.0,WNW,W,52.0,37.0,31.0,18.0,1019.2,1020.0,,,12.0,15.1,No,No
1567,2011-12-04,24.9,34.0,0.0,6.2,11.6,NW,30.0,ESE,N,13.0,17.0,66.0,58.0,1007.5,1004.2,2.0,3.0,29.6,33.0,No,Yes
1568,2015-10-08,14.7,20.5,0.0,,,ENE,22.0,SSW,NE,6.0,9.0,61.0,53.0,,,,,17.0,20.2,No,No
1569,2015-12-16,14.9,22.6,0.0,7.8,10.9,SSW,35.0,NE,SE,9.0,20.0,75.0,63.0,1020.4,1018.1,4.0,2.0,17.5,20.7,No,No
1570,2010-07-18,7.1,11.7,4.0,2.2,1.7,N,48.0,NNW,WNW,20.0,15.0,96.0,94.0,1015.6,1014.6,8.0,7.0,7.5,11.2,Yes,Yes
1571,2010-01-26,24.8,29.1,21.8,4.4,0.7,N,37.0,N,SE,13.0,13.0,98.0,86.0,1006.4,1003.6,8.0,7.0,25.1,27.7,Yes,Yes
1572,2010-01-22,12.5,26.8,0.0,,,NW,35.0,WNW,WNW,13.0,24.0,63.0,51.0,1006.8,1002.1,,,18.1,24.0,No,No
1573,2008-12-09,6.0,17.9,0.0,,,,,W,W,22.0,17.0,43.0,33.0,,,,,11.0,17.2,No,Yes
1574,2016-09-27,5.7,15.9,2.4,,,W,46.0,W,W,28.0,26.0,76.0,59.0,1010.8,1010.7,8.0,6.0,10.1,15.0,Yes,No
1575,2017-05-28,6.8,11.2,12.0,,,SW,54.0,W,WSW,17.0,20.0,96.0,72.0,1009.3,1010.0,,,7.8,10.5,Yes,Yes
1576,2016-09-21,10.8,19.3,0.0,,,NNE,24.0,NNW,N,4.0,15.0,73.0,86.0,1012.3,1007.2,,,15.6,15.6,No,Yes
1577,2015-03-16,11.9,24.3,0.0,,,ESE,30.0,NW,ENE,6.0,11.0,84.0,50.0,1017.6,1015.3,8.0,8.0,16.3,23.4,No,No
1578,2010-10-15,18.5,25.3,0.0,3.0,0.0,NNE,41.0,N,NNE,6.0,11.0,71.0,81.0,1011.1,1005.4,8.0,8.0,22.4,22.3,No,Yes
1579,2012-01-26,11.5,24.9,0.0,,,,,SE,SE,41.0,33.0,75.0,41.0,1016.5,1015.2,2.0,,15.4,23.4,No,No
1580,2010-06-16,8.3,19.4,0.0,2.6,3.2,NNE,35.0,NE,NNE,15.0,17.0,68.0,47.0,1026.4,1021.5,7.0,7.0,11.2,18.8,No,Yes
1581,2010-01-10,21.4,35.9,0.0,,,ESE,31.0,N,ESE,4.0,17.0,57.0,40.0,,,,,28.5,33.0,No,No
1582,2016-11-05,12.5,27.3,0.0,16.8,,SE,44.0,SE,SSE,22.0,22.0,52.0,15.0,1019.5,1018.1,1.0,,15.6,24.8,No,No
1583,2014-08-13,5.0,20.4,0.0,4.2,5.3,E,28.0,E,NE,17.0,7.0,48.0,31.0,1029.1,1026.4,6.0,7.0,13.7,19.8,No,No
1584,2011-01-06,16.6,26.6,0.0,,,SSW,39.0,S,SSE,15.0,20.0,72.0,55.0,1011.7,1011.2,,,20.5,25.8,No,No
1585,2013-12-21,21.0,23.5,0.0,,,SSW,59.0,S,S,28.0,37.0,76.0,78.0,1017.0,1016.2,,,22.1,22.3,No,No
1586,2010-03-15,13.8,31.0,0.2,7.8,7.8,N,35.0,N,W,15.0,19.0,55.0,32.0,1021.6,1019.2,2.0,7.0,19.6,27.4,No,No
1587,2016-08-16,2.0,17.5,0.0,,,N,37.0,NE,N,11.0,26.0,89.0,50.0,1028.1,1023.1,,,8.6,17.1,No,No
1588,2011-02-26,20.4,39.6,,,11.9,WSW,43.0,NNW,SW,9.0,28.0,63.0,27.0,1007.4,1005.2,,,28.6,37.6,No,No
1589,2013-10-13,-0.8,20.3,0.0,,,SE,30.0,ESE,SSE,13.0,13.0,42.0,28.0,,,,,14.4,19.1,No,No
1590,2013-03-09,19.4,31.7,0.0,9.4,,ENE,33.0,ENE,NNW,13.0,9.0,51.0,30.0,1018.1,1015.5,3.0,5.0,23.2,30.3,No,No
1591,2012-09-06,8.2,17.1,1.2,7.2,7.0,NW,63.0,NNW,NW,31.0,37.0,53.0,48.0,1009.8,1008.6,6.0,8.0,12.4,14.6,Yes,No
1592,2013-04-19,8.4,16.2,1.8,2.4,10.7,SSE,54.0,SSE,SSE,28.0,35.0,48.0,46.0,1026.3,1024.7,1.0,5.0,12.6,14.5,Yes,No
1593,2015-05-13,5.5,12.1,7.2,3.4,4.0,WSW,67.0,W,SW,17.0,17.0,96.0,61.0,1022.3,1024.5,5.0,6.0,6.6,11.1,Yes,Yes
1594,2011-12-20,12.7,28.2,0.0,5.0,13.0,NNW,19.0,NNW,NNW,7.0,9.0,68.0,37.0,1012.7,1011.6,3.0,2.0,19.4,26.7,No,No
1595,2016-05-20,10.3,20.3,0.2,,,,,NNE,NW,9.0,20.0,78.0,60.0,1011.2,1003.2,,,15.0,19.7,No,Yes
1596,2017-03-20,19.4,27.3,0.0,,,ESE,41.0,NNE,NNE,17.0,6.0,74.0,74.0,1016.0,1015.1,8.0,8.0,22.0,24.3,No,Yes
1597,2011-08-14,6.6,20.7,,,8.8,N,30.0,N,N,6.0,15.0,70.0,43.0,1024.2,1020.3,,,13.3,20.6,No,No
1598,2010-12-30,19.4,27.0,0.0,8.6,13.1,ENE,39.0,SSE,E,19.0,22.0,75.0,54.0,1017.0,1015.6,1.0,1.0,22.6,26.5,No,No
1599,2010-07-04,3.0,15.0,0.0,,8.9,N,22.0,NE,NNW,7.0,13.0,74.0,43.0,1031.2,1026.5,,,9.0,14.5,No,No
1600,2017-04-02,18.2,30.7,0.0,8.0,,SSE,33.0,SSW,ENE,4.0,22.0,64.0,59.0,1013.8,1011.3,,1.0,26.6,30.0,No,Yes
1601,2014-01-05,18.8,25.1,0.0,,,NE,59.0,NNW,NE,22.0,46.0,62.0,81.0,1010.0,1004.4,,7.0,22.6,22.7,No,No
1602,2012-04-04,10.1,26.7,0.0,,,ENE,35.0,SW,NNW,4.0,11.0,78.0,46.0,1017.9,1015.3,,,18.4,25.8,No,No
1603,2015-12-27,14.5,26.0,0.0,7.8,13.2,,,SE,,6.0,,73.0,,1018.2,1014.9,0.0,,21.9,,No,No
1604,2012-08-06,14.7,27.0,0.0,5.4,10.8,ESE,33.0,SSE,SE,17.0,24.0,55.0,30.0,1020.7,1017.1,2.0,1.0,21.8,25.9,No,No
1605,2015-06-16,9.2,18.4,0.0,,,NE,28.0,ENE,ENE,9.0,13.0,86.0,54.0,1021.7,1018.3,,,12.2,16.8,No,No
1606,2013-11-16,14.3,27.8,0.0,11.0,,WSW,35.0,S,WSW,9.0,20.0,26.0,13.0,1013.3,1010.1,1.0,7.0,21.4,26.3,No,No
1607,2016-07-18,3.5,16.9,0.0,4.6,5.1,NNE,50.0,NNE,NNW,24.0,17.0,72.0,73.0,1019.8,1017.6,7.0,6.0,14.6,15.7,No,No
1608,2015-10-06,23.1,34.0,0.0,8.0,,ENE,24.0,NNW,NNW,11.0,11.0,68.0,,1016.5,1010.7,6.0,,25.4,,No,No
1609,2014-02-14,13.0,24.7,0.0,,,SE,35.0,E,SSE,11.0,17.0,66.0,61.0,1012.3,1009.8,,,20.2,22.2,No,No
1610,2017-06-01,1.1,13.5,0.2,,,SE,28.0,SSW,S,7.0,15.0,76.0,56.0,1036.9,1034.9,2.0,,9.5,13.0,No,No
1611,2009-10-02,6.1,21.8,0.0,3.2,10.8,WNW,39.0,N,W,7.0,22.0,62.0,57.0,1021.4,1019.7,1.0,3.0,16.1,19.1,No,No
1612,2011-07-19,16.3,27.0,0.0,3.2,10.7,SE,35.0,S,SE,19.0,26.0,61.0,42.0,1017.3,1013.8,2.0,2.0,22.2,25.7,No,No
1613,2016-08-07,5.8,17.9,0.0,2.2,,NNW,24.0,E,WNW,2.0,13.0,67.0,43.0,1025.6,1023.0,4.0,2.0,12.5,16.9,No,No
1614,2017-03-28,19.1,32.7,0.0,,,S,31.0,SSE,SSW,13.0,15.0,44.0,28.0,1012.9,1010.8,,,20.8,30.6,No,No
1615,2014-03-01,10.5,30.0,0.0,,,SSE,46.0,SE,ESE,19.0,15.0,68.0,34.0,1021.4,1019.0,,,16.5,28.2,No,No
1616,2017-05-20,11.2,19.2,18.6,,,NNW,19.0,S,NNW,2.0,9.0,100.0,57.0,1018.6,1017.3,8.0,,13.2,18.9,Yes,No
1617,2016-01-01,10.4,30.3,0.0,,,,,ESE,NE,24.0,19.0,48.0,28.0,1019.5,1013.8,,,19.9,29.5,No,No
1618,2014-07-04,-4.3,19.1,0.0,,,N,44.0,NNE,NW,19.0,22.0,67.0,36.0,,,,,8.8,18.9,No,No
1619,2010-12-18,17.7,24.4,0.0,,,SW,54.0,NNW,NW,17.0,19.0,67.0,39.0,1003.9,1000.6,,,19.2,24.0,No,No
1620,2011-05-01,15.2,20.5,1.0,0.8,8.8,SSW,41.0,WSW,S,19.0,22.0,80.0,68.0,1018.9,1016.0,1.0,7.0,18.2,19.8,No,No
1621,2015-08-07,17.5,31.7,0.0,7.4,10.2,E,37.0,ESE,NNW,19.0,22.0,36.0,41.0,1016.7,1012.5,3.0,2.0,23.7,28.5,No,No
1622,2014-11-13,8.4,21.9,0.0,,,WNW,31.0,W,W,9.0,11.0,46.0,37.0,,,,,14.8,20.4,No,No
1623,2014-08-17,6.9,14.1,2.4,0.4,8.4,SSW,41.0,SSE,SSW,15.0,22.0,71.0,55.0,1020.8,1019.9,6.0,6.0,9.2,12.9,Yes,No
1624,2015-03-20,,,,,,,,,,,,,,,,,,,,No,Yes
1625,2013-05-10,8.6,22.5,,,,NW,19.0,NW,SSE,15.0,13.0,87.0,54.0,1031.1,1028.2,,,13.0,21.2,No,No
1626,2013-01-16,25.8,33.2,4.0,0.8,10.8,WSW,41.0,WSW,WSW,20.0,30.0,75.0,64.0,1008.0,1004.2,7.0,8.0,30.2,32.4,Yes,No
1627,2013-11-27,26.0,32.0,0.0,10.8,9.4,E,44.0,ENE,ENE,24.0,24.0,65.0,61.0,1010.2,1008.4,6.0,7.0,30.2,30.8,No,No
1628,2014-07-13,8.0,11.7,0.0,,,ENE,43.0,ESE,ENE,13.0,22.0,48.0,87.0,1025.1,1022.6,5.0,8.0,10.5,8.5,No,Yes
1629,2010-04-21,12.0,27.8,0.0,3.2,10.6,SW,22.0,ENE,SSW,11.0,9.0,67.0,39.0,1023.2,1019.7,1.0,5.0,18.9,26.1,No,No
1630,2013-03-16,13.6,18.2,4.2,2.8,8.3,SSW,54.0,SW,SSW,19.0,20.0,91.0,91.0,1017.0,1018.4,8.0,8.0,15.6,14.9,Yes,Yes
1631,2016-12-03,9.2,21.1,0.0,,,SW,48.0,NW,WSW,19.0,15.0,66.0,97.0,1007.5,1007.2,,,19.5,17.3,No,Yes
1632,2014-11-13,17.7,25.6,0.0,,,NNE,44.0,ENE,NE,15.0,22.0,76.0,67.0,1019.2,1015.9,,,20.1,24.9,No,No
1633,2014-08-16,3.5,13.3,0.0,2.4,3.0,S,22.0,E,SSE,2.0,9.0,100.0,71.0,1024.0,1020.4,8.0,7.0,5.9,12.4,No,No
1634,2011-05-18,8.6,19.4,0.0,2.8,9.3,NNW,20.0,NW,ESE,13.0,13.0,61.0,58.0,1032.7,1029.6,1.0,2.0,14.4,18.6,No,Yes
1635,2015-06-05,-1.5,13.2,0.0,,,NNW,13.0,,NNW,0.0,6.0,99.0,76.0,,,,8.0,1.6,10.8,No,No
1636,2011-09-01,12.6,18.0,0.0,,,SE,35.0,SSE,SE,9.0,15.0,79.0,70.0,1024.8,1023.3,3.0,6.0,15.8,16.4,No,No
